329,'kerinjo01',1890,'SL4',260,'AA',2,17,9,8,3,'Y'
330,'rosemch01',1890,'SL4',260,'AA',3,15,7,8,3,'Y'
331,'campaco01',1890,'SL4',260,'AA',4,42,27,14,3,'Y'
332,'mccarto01',1890,'SL4',260,'AA',5,5,4,1,3,'Y'
333,'gerhajo01',1890,'SL4',260,'AA',6,38,20,16,3,'Y'
334,'frazege99',1890,'SR2',261,'AA',1,71,31,40,6,'N'
335,'fessewa99',1890,'SR2',261,'AA',2,11,4,7,6,'N'
336,'frazege99',1890,'SR2',261,'AA',3,46,20,25,6,'N'
337,'mortoch01',1890,'TL2',262,'AA',1,134,68,64,4,'N'
338,'mcgunbi01',1890,'BRO',241,'NL',1,129,86,43,1,'N'
339,'seleefr99',1890,'BSN',243,'NL',1,134,76,57,5,'N'
340,'ansonca01',1890,'CHN',245,'NL',1,139,84,53,2,'Y'
341,'loftuto01',1890,'CIN',247,'NL',1,134,77,55,4,'N'
342,'schmegu99',1890,'CL4',248,'NL',1,78,21,55,7,'N'
343,'leadlbo99',1890,'CL4',248,'NL',2,58,23,33,7,'N'
344,'mutriji99',1890,'NY1',252,'NL',1,135,63,68,6,'N'
345,'wrighha01',1890,'PHI',255,'NL',1,22,14,8,3,'N'
346,'clemeja01',1890,'PHI',255,'NL',2,19,13,6,3,'Y'
347,'reachal01',1890,'PHI',255,'NL',3,11,4,7,3,'N'
348,'allenbo01',1890,'PHI',255,'NL',4,35,25,10,3,'Y'
349,'wrighha01',1890,'PHI',255,'NL',5,46,22,23,3,'N'
350,'heckegu01',1890,'PIT',257,'NL',1,138,23,113,8,'Y'
351,'roweja01',1890,'BFP',238,'PL',1,81,22,58,8,'Y'
352,'faatzja01',1890,'BFP',238,'PL',2,34,9,24,8,'Y'
353,'roweja01',1890,'BFP',238,'PL',3,19,5,14,8,'Y'
354,'wardjo01',1890,'BRP',242,'PL',1,133,76,56,2,'Y'
355,'kellyki01',1890,'BSP',244,'PL',1,133,81,48,1,'Y'
356,'comisch01',1890,'CHP',246,'PL',1,138,75,62,4,'Y'
357,'larkihe01',1890,'CLP',250,'PL',1,79,34,45,7,'Y'
358,'tebeapa01',1890,'CLP',250,'PL',2,52,21,30,7,'Y'
359,'ewingbu01',1890,'NYP',253,'PL',1,132,74,57,3,'Y'
360,'fogarji01',1890,'PHP',256,'PL',1,16,7,9,5,'Y'
361,'buffich01',1890,'PHP',256,'PL',2,116,61,54,5,'Y'
362,'hanlone01',1890,'PTP',258,'PL',1,131,60,68,6,'Y'
363,'barnibi01',1891,'BL3',263,'AA',1,139,71,64,4,'N'
364,'irwinar01',1891,'BS2',265,'AA',1,139,93,42,1,'Y'
365,'schmegu99',1891,'CL6',270,'AA',1,138,61,76,6,'N'
366,'kellyki01',1891,'CN3',271,'AA',1,102,43,57,7,'Y'
367,'chapmja01',1891,'LS2',272,'AA',1,141,55,84,8,'N'
368,'cushmch99',1891,'ML3',273,'AA',1,36,21,15,3,'N'
369,'sharsbi99',1891,'PH4',275,'AA',1,18,6,11,4,'N'
370,'woodge01',1891,'PH4',275,'AA',2,125,67,55,4,'Y'
371,'comisch01',1891,'SL4',278,'AA',1,141,86,52,2,'Y'
372,'trottsa01',1891,'WS9',279,'AA',1,12,4,7,9,'N'
373,'snydepo01',1891,'WS9',279,'AA',2,70,23,46,8,'Y'
